"Sexe"	"Commune de travail"	"1996 T4"	"1997 T4"	"1998 T4"	"1999 T4"	"2000 T4"	"2001 T4"	"2002 T4"	"2003 T4"	"2004 T4"	"2005 T4"	"2006 T4"	"2007 T4"	"2008 T4"	"2009 T4"	"2010 T4"	"2011 T4"	"2012 T4"	"2013 T4"	"2014 T4"
"Sexe - Total"	"……Ellikon an der Thur"	0.9	0.9	0.9	0.9	0.9	1.9	2.8	4.7	6.3	11.1	10.3	13.8	14.5	16.2	16.8	17.0	20.4	24.5	23.3
"Sexe - Total"	"……Elsau"	2.8	1.9	1.9	0.9	0.9	0.9	0.9	1.9	1.8	2.6	5.1	6.9	6.8	10.2	12.6	11.0	11.0	15.2	17.4
"Sexe - Total"	"……Hagenbuch"	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	2.5	4.2	0.0	0.0
"Sexe - Total"	"……Hettlingen"	1.9	1.9	4.7	6.6	5.7	3.8	1.9	0.9	0.0	0.0	0.0	0.9	3.4	3.4	7.5	15.3	20.4	18.6	15.8
"Sexe - Total"	"……Hofstetten (ZH)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Neftenbach"	10.4	13.2	12.3	14.2	13.2	12.3	13.2	17.0	19.9	19.6	17.1	16.3	20.5	23.9	21.8	24.6	23.8	25.4	25.7
"Sexe - Total"	"……Pfungen"	3.8	3.8	3.8	3.8	4.7	5.7	11.3	5.7	7.2	10.2	10.3	11.2	12.8	10.2	8.4	8.5	11.9	14.4	19.1
"Sexe - Total"	"……Rickenbach (ZH)"	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.9	0.9	0.0	0.9	0.9	0.9	0.8	0.8	0.8	0.8	0.8
"Sexe - Total"	"……Schlatt (ZH)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Seuzach"	6.6	7.6	11.3	6.6	7.6	10.4	13.2	14.1	12.7	17.9	20.6	16.3	18.8	18.8	19.3	22.1	29.7	29.6	31.6
"Sexe - Total"	"……Turbenthal"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	1.7	3.4	3.4	5.9	5.1	5.9	6.8	6.6
"Sexe - Total"	"……Winterthur"	331.5	321.8	333.8	324.1	324.8	383.1	404.5	391.0	393.3	398.9	439.0	499.7	552.9	589.8	644.7	772.0	829.4	869.4	940.3
"Sexe - Total"	"……Zell (ZH)"	0.9	0.9	0.9	0.9	1.9	0.0	0.9	1.9	0.9	0.9	0.9	0.9	1.7	2.6	1.7	3.4	5.1	5.9	7.5
"Sexe - Total"	"……Aesch (ZH)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.9	1.7	1.7	1.7	1.7	0.8	0.8	0.8
"Sexe - Total"	"……Birmensdorf (ZH)"	0.0	0.0	0.0	0.9	0.0	0.0	9.4	2.8	2.7	4.3	5.1	6.9	9.4	11.9	10.9	5.9	3.4	5.1	5.0
"Sexe - Total"	"……Dietikon"	57.8	62.5	70.9	69.9	72.7	50.9	45.3	37.7	48.8	58.7	63.4	58.5	67.5	71.7	80.5	85.7	110.5	109.2	147.9
"Sexe - Total"	"……Geroldswil"	6.6	4.7	4.7	7.6	6.6	4.7	4.7	7.5	8.1	7.7	10.3	7.7	7.7	14.5	19.3	30.5	37.4	33.9	33.2
"Sexe - Total"	"……Oberengstringen"	2.8	1.9	0.9	1.9	1.9	3.8	3.8	2.8	2.7	0.9	0.9	2.6	3.4	4.3	4.2	3.4	2.5	3.4	3.3
"Sexe - Total"	"……Oetwil an der Limmat"	0.0	0.0	0.0	0.0	0.0	1.9	0.9	1.9	0.9	0.9	0.0	0.0	0.0	0.9	0.8	0.8	1.7	2.5	0.8
"Sexe - Total"	"……Schlieren"	68.2	65.3	63.4	61.4	67.0	74.5	64.1	71.6	66.0	65.5	73.7	80.8	106.8	116.1	119.1	141.7	149.6	194.7	216.0
"Sexe - Total"	"……Uitikon"	0.0	0.9	3.8	0.9	2.8	0.9	0.9	0.9	2.7	2.6	2.6	3.4	2.6	2.6	2.5	2.5	5.1	5.1	4.2
"Sexe - Total"	"……Unterengstringen"	1.9	0.9	1.9	1.9	2.8	0.9	0.9	0.9	0.9	0.9	0.9	0.9	2.6	2.6	2.5	3.4	3.4	5.1	5.8
"Sexe - Total"	"……Urdorf"	21.8	26.5	28.4	31.2	29.3	59.4	58.5	69.7	49.7	48.5	56.6	59.3	53.0	56.3	62.9	66.2	55.2	78.7	55.7
"Sexe - Total"	"……Weiningen (ZH)"	6.6	6.6	4.7	6.6	4.7	3.8	5.7	7.5	7.2	6.8	6.0	6.0	4.3	7.7	10.9	8.5	8.5	9.3	10.0
"Sexe - Total"	"……Zürich"	756.7	795.0	788.7	826.8	918.7	1062.4	1100.2	1175.7	1278.4	1391.5	1539.1	1834.5	2067.3	2256.7	2443.1	2724.8	2945.5	3210.0	3373.2
"Sexe - Total"	"……Bauma"	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9	1.7	5.1	4.3	5.0	3.4	3.4	2.5	2.5
"Sexe - Total"	"……Wiesendangen"	0.9	0.9	0.0	0.9	0.9	0.9	1.9	1.9	1.8	1.7	2.6	5.2	3.4	5.1	7.5	5.9	5.1	6.8	7.5
"Sexe - Total"	"- Bern"	466.9	445.7	532.4	551.8	850.7	873.7	875.8	846.0	905.9	984.1	1188.4	1441.4	1716.9	1688.3	1764.0	2039.4	2311.5	2483.7	2574.1
"Sexe - Total"	"……Aarberg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	8.5	11.1	14.3	15.3	16.1	12.7	8.3
"Sexe - Total"	"……Bargen (BE)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.7	0.9	0.8	0.8	0.0	0.0	0.0
"Sexe - Total"	"……Grossaffoltern"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Kallnach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	1.7	0.9	0.8	0.0	0.8	0.8	1.7
"Sexe - Total"	"……Kappelen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Lyss"	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.9	1.7	4.2	6.8	7.6	7.6	10.0
"Sexe - Total"	"……Meikirch"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Radelfingen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Rapperswil (BE)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	1.7
"Sexe - Total"	"……Schüpfen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	3.4	3.4	2.5	5.8
"Sexe - Total"	"……Seedorf (BE)"	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.7	2.5	2.5	2.5
"Sexe - Total"	"……Aarwangen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	1.7	2.5	1.7
"Sexe - Total"	"……Auswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Bannwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9	5.8
"Sexe - Total"	"……Bleienbach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	1.7	2.5	1.7	2.5	3.3
"Sexe - Total"	"……Busswil bei Melchnau"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Gondiswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Langenthal"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	6.9	12.0	20.5	27.7	32.2	39.1	50.8	51.5
"Sexe - Total"	"……Lotzwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	2.5	2.5
"Sexe - Total"	"……Madiswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0
"Sexe - Total"	"……Melchnau"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Obersteckholz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Oeschenbach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Reisiswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Roggwil (BE)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.7	0.9	3.4	5.1	5.1	4.2	5.0
"Sexe - Total"	"……Rohrbach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8
"Sexe - Total"	"……Rohrbachgraben"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Rütschelen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Schwarzhäusern"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5
"Sexe - Total"	"……Thunstetten"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	5.1	4.3	5.0	6.8	6.8	11.0	14.1
"Sexe - Total"	"……Ursenbach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Wynau"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.8	6.8	42.4
"Sexe - Total"	"……Bern"	0.0	0.0	0.0	0.9	0.9	2.8	0.0	5.7	10.8	10.2	20.6	50.7	118.8	158.8	167.7	211.2	260.0	378.4	313.1
"Sexe - Total"	"……Bolligen"	0.0	0.0	0.0	3.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	1.7	1.7	1.7
"Sexe - Total"	"……Bremgarten bei Bern"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Kirchlindach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.8	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Köniz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	4.3	12.8	13.4	17.8	17.0	22.0	20.8
"Sexe - Total"	"……Muri bei Bern"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.9	0.9	2.6	2.6	2.6	6.7	7.6	8.5	9.3	9.1
"Sexe - Total"	"……Oberbalm"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Stettlen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Vechigen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Wohlen bei Bern"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.8	0.8	0.8	0.8	0.0
"Sexe - Total"	"……Zollikofen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	5.0	5.1	9.3	6.8	10.0
"Sexe - Total"	"……Ittigen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	6.8	8.5	8.4	9.3	9.3	6.8	11.6
"Sexe - Total"	"……Ostermundigen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.0	0.9	4.3	4.3	4.3	3.4	4.2	5.1	4.2	7.5
"Sexe - Total"	"……Biel/Bienne"	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.9	2.6	3.4	37.8	65.8	72.6	83.8	127.2	156.4	184.5	186.1
"Sexe - Total"	"……Evilard"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Arch"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.0	0.0	0.8	0.8	0.8
"Sexe - Total"	"……Büetigen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Büren an der Aare"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.7	5.1	5.9	6.8	6.6
"Sexe - Total"	"……Diessbach bei Büren"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.0
"Sexe - Total"	"……Dotzigen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Lengnau (BE)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.0	0.9	1.7	0.8	1.7	2.5	5.0
"Sexe - Total"	"……Leuzigen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Meienried"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Meinisberg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Oberwil bei Büren"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8
"Sexe - Total"	"……Pieterlen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Rüti bei Büren"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.8	0.8
"Sexe - Total"	"……Wengi"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.8	0.0	0.0	0.0
"Sexe - Total"	"……Aefligen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Alchenstorf"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Bäriswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Burgdorf"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.7	1.7	4.3	4.3	5.9	10.2	11.0	26.2	24.1
"Sexe - Total"	"……Ersigen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Hasle bei Burgdorf"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8
"Sexe - Total"	"……Heimiswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Hellsau"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Hindelbank"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.0	0.0
"Sexe - Total"	"……Höchstetten"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Kernenried"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Kirchberg (BE)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	1.7	1.7	5.1	6.8	8.5	11.6
"Sexe - Total"	"……Koppigen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Krauchthal"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Lyssach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.8	0.8	0.8
"Sexe - Total"	"……Mötschwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Niederösch"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Oberburg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.0	0.0	0.0	0.8	1.7
"Sexe - Total"	"……Oberösch"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Rüdtligen-Alchenflüh"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	1.7	1.7	1.7	0.8	0.0	0.0
"Sexe - Total"	"……Rumendingen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Rüti bei Lyssach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Willadingen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Wynigen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Corgémont"	1.9	5.7	5.7	7.6	4.7	4.7	1.9	0.9	0.9	5.1	3.4	3.4	3.4	2.6	3.4	4.2	5.9	12.7	11.6
"Sexe - Total"	"……Cormoret"	1.9	1.9	0.9	0.9	0.9	2.8	2.8	2.8	1.8	1.7	2.6	1.7	0.9	0.9	0.8	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Cortébert"	0.0	0.0	0.0	0.0	0.0	0.9	2.8	7.5	7.2	6.0	12.9	12.0	9.4	6.8	5.9	4.2	5.9	1.7	0.8
"Sexe - Total"	"……Courtelary"	5.7	6.6	3.8	4.7	5.7	5.7	5.7	8.5	5.4	6.8	10.3	9.5	11.1	11.9	12.6	15.3	14.4	15.2	17.4
"Sexe - Total"	"……La Ferrière"	7.6	7.6	8.5	9.4	13.2	9.4	7.5	8.5	9.9	11.1	9.4	11.2	12.0	12.8	13.4	11.9	9.3	9.3	11.6
"Sexe - Total"	"……Mont-Tramelan"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0
"Sexe - Total"	"……Orvin"	3.8	3.8	4.7	5.7	4.7	3.8	4.7	4.7	6.3	9.4	12.0	16.3	18.8	25.6	26.8	23.8	20.4	5.9	5.8
"Sexe - Total"	"……Renan (BE)"	11.4	12.3	11.3	9.4	10.4	12.3	11.3	12.2	8.1	8.5	13.7	10.3	7.7	7.7	7.5	8.5	6.8	5.9	5.8
"Sexe - Total"	"……Romont (BE)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Saint-Imier"	146.8	145.7	153.2	142.7	172.8	200.0	210.2	200.7	190.8	165.9	156.1	151.4	143.6	142.5	154.3	180.7	217.6	230.3	150.3
"Sexe - Total"	"……Sonceboz-Sombeval"	125.0	133.4	192.9	199.4	391.9	326.5	363.0	336.3	382.4	438.9	536.8	642.5	682.0	566.7	522.3	553.1	617.8	589.2	575.6
"Sexe - Total"	"……Sonvilier"	3.8	0.9	2.8	1.9	3.8	2.8	2.8	2.8	3.6	3.4	3.4	2.6	1.7	3.4	4.2	3.4	4.2	4.2	2.5
"Sexe - Total"	"……Tramelan"	62.5	50.2	58.6	52.9	56.7	62.3	70.7	65.9	66.0	83.4	117.5	125.6	166.6	163.0	187.8	208.7	220.1	216.7	243.4
"Sexe - Total"	"……Villeret"	22.7	18.0	18.9	19.8	45.3	63.2	56.6	53.7	64.2	83.4	107.2	110.1	141.9	128.0	111.5	106.9	117.3	108.4	221.8
"Sexe - Total"	"……Sauge"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Péry-La Heutte"	1.9	1.9	1.9	2.8	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Brüttelen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Erlach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Finsterhennen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Gals"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	1.7	1.7	1.7	3.4	5.1	6.6
"Sexe - Total"	"……Gampelen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Ins"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	3.4	5.1	7.5
"Sexe - Total"	"……Lüscherz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	1.7	1.7	0.8
"Sexe - Total"	"……Müntschemier"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.7	1.7	1.7	0.8	0.8
"Sexe - Total"	"……Siselen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Treiten"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Tschugg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.0
"Sexe - Total"	"……Vinelz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Bangerten"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Bätterkinden"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Deisswil bei Münchenbuchsee"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0
